cSectionStatus,courseNumber,courseTitle,crn,department,description,distDesg,finalExam,instructorList,instructorUPI,meetingEndTimeList,meetingPattern,meetingPatternLocation,meetingStartTimeList,prerequisites,primXLst,schoolCode,schoolDescription,scndXLst,sectionNumber,sectionStatus,session,shortTitle,subjectCode,subjectNumber,syllabusLink,termCode
A,130,Intermediate Modern Chinese I,16446,EALL,"<p>An intermediate course that continues intensive training in listening, speaking, reading, and writing and consolidates achievements from the first year of study. Students improve oral fluency, study more complex grammatical structures, and enlarge both reading and writing vocabulary.</p>",['YCL3'],0,['Wen Zhang'],['25527144'],[],['1 HTBA'],['1 HTBA'],[],"<p class=""prerequisites"">After CHNS 120 or equivalent.</p>",,YC,Yale College,[],06,A,,Intermediate Modern Chinese I,CHNS,CHNS130,,202403
A,110,Elementary Modern Chinese I,16544,EALL,"<p>Intended for students with no background in Chinese. An intensive course with emphasis on spoken language and drills. Pronunciation, grammatical analysis, conversation practice, and introduction to reading and writing Chinese characters.</p>",['YCL1'],50,['Yongtao Zhang'],['17161092'],[],['M-F 9.25-10.15'],['YK220 003'],[],,,YC,Yale College,[],08,A,,Elementary Modern Chinese I,CHNS,CHNS110,https://yale.instructure.com/courses/102934/assignments/syllabus,202403
A,184,History of Atlantic Slavery,10005,AFST,"<p>The history of peoples of African descent throughout the Americas, from the first African American societies of the sixteenth century through the century-long process of emancipation.</p>",['YCHU'],23,['Edward Rugemer'],['12525503'],[],['TTh 10.30-11.20'],['WLH 207'],[],,AFAM160,YC,Yale College,"['HIST184', 'AMST160']",01,A,,History of Atlantic Slavery,AFST,AFST184,https://yale.instructure.com/courses/98067/assignments/syllabus,202403
C,238,Third World Studies,10252,AFST,<p>Introduction to the historical and contemporary theories and articulations of Third World studies (comparative ethnic studies) as an academic field and practice. Consideration of subject matters; methodologies and theories; literatures; and practitioners and institutional arrangements.</p>,['YCSO'],0,[],[],[],[],[],[],,ER&M238,YC,Yale College,"['AFAM192', 'AMST238']",01,C,,Third World Studies,AFST,AFST238,,202403
A,344,African Independence: A Cup of Plenty or a Poisoned Chalice?,10373,AFST,"<p>In every African colony after World War Two there emerged nationalist movements which no longer called for civil rights as in the pre-war years but demanded self-determination. While many of them got it easy, some had to fight long and bloody wars for it. By the 1960s the colonial edifice had crumbled except for the few settler colonies in southern Africa. But even here the winds of change could not be stopped. But what did decolonization and independence mean to Africa? Did Africans get what they wanted? Was independence a cup of plenty or a poisoned chalice? In addressing these questions, this&#160;course&#160;charts the economic, political, and cultural transformations of postcolonial Africa from the 1960s to the present. The argument is this: there can be no understanding of Africa’s challenges today without an inquiry into the nature of what the continent got from the departing colonial powers.&#160;</p>",['YCHU'],33,['Benedito Machava'],['24306255'],[],['MW 10.30-11.20'],['WLH 119'],[],,HIST344,YC,Yale College,[],01,A,,African Independence,AFST,AFST344,https://yale.instructure.com/courses/98412/assignments/syllabus,202403
A,368,Commodities of Colonialism in Africa,10376,AFST,"<p>This course examines historical case studies of several significant global commodities produced in Africa to explore interactions between world market forces and African resources and societies. Through the lens of four specific commodities–ivory, rubber, cotton, and diamonds–this course evaluates diverse industries and their historical trajectories in sub-Saharan Africa within a global context from ~1870-1990s. Students&#160; become acquainted with the historical method by developing their own research paper on a commodity using both primary and secondary sources.</p>","['YCHU', 'YCWR']",0,['Robert Harms'],['10449361'],[],['W 1.30-3.20'],['HQ C01'],[],,HIST366J,YC,Yale College,['EVST369'],01,A,,ColonialismCommoditiesInAfrica,AFST,AFST368,https://yale.instructure.com/courses/98426/assignments/syllabus,202403
A,396,Revolutions and Socialist Experiments in Africa,10378,AFST,"<p>This seminar explores the contours of Africa’s embrace and engagement with the most influential ideology of the twentieth-century. Why, and through which channels, were Africans attracted to socialism? Did particular forms of colonialism and decolonization push African political actors towards revolution and socialist experiments? Is it legitimate, as some scholars have suggested, to speak of genuinely African socialisms? If so, what was the nature of these socialisms and how did they differ from the versions of socialism around the world? What political, social, economic, and cultural ends did socialism serve in Africa? And what were the consequences and legacies of African socialist experiments? The seminar addresses these questions. Our goal is to place Africa in the mainstream of conversations about socialism. We begin with the assumption that, like any doctrine, socialism was the object of multiple interpretations, modification, and appropriation from its inception. In so doing, we challenge orthodox understandings of socialism, which hold the European versions as the pure models and the rest as diluted if not populist façades of the ‘true’ doctrine.&#160;We begin with theoretical readings that help us situate the major debates about socialism in general and socialism in Africa. We then proceed to examine the overall historical context in which African nationalists adopted socialism. We differentiate the first branch of “African Socialism” from the second wave of “Afro-Marxism.” We also pay close attention to issues of decolonization and political imagination; ideas and experiments of development; gender, morality, and social engineering.&#160;</p>","['YCHU', 'YCWR']",0,['Benedito Machava'],['24306255'],[],['T 1.30-3.20'],['HQ C15'],[],,HIST396J,YC,Yale College,[],01,A,,African Socialist Experiments,AFST,AFST396,https://yale.instructure.com/courses/98436/assignments/syllabus,202403
A,366,"Bureaucracy in Africa: Revolution, Genocide, and Apartheid",11674,AFST,"<p>A study of three major episodes in modern African history characterized by ambitious projects of bureaucratically driven change—apartheid and its aftermath, Rwanda’s genocide and post-genocide reconstruction, and Ethiopia’s revolution and its long aftermath. Examination of Weber’s theory bureaucracy, Scott’s thesis on high modernism, Bierschenk’s attempts to place African states in global bureaucratic history. Overarching theme is the place of bureaucratic ambitions and capacities in shaping African trajectories.</p>",[],50,['Jonny Steinberg'],['17619922'],[],"['Th 1.30-3.20', '1 HTBA WLH 002']","['WLH 002', '1 HTBA WLH 002']",[],,PLSC364,YC,Yale College,"['EP&E305', 'HIST367']",01,A,,Bureaucracy in Africa,AFST,AFST366,https://yale.instructure.com/courses/99184/assignments/syllabus,202403
A,457,Racial Republic: African Diasporic Literature and Culture in Postcolonial France,11747,AFST,"<p>This is an interdisciplinary seminar on French cultural history from the 1930s to the present. We focus on issues concerning race and gender in the context of colonialism, postcolonialism, and migration. The course investigates how the silencing of colonial history has been made possible culturally and ideologically, and how this silencing has in turn been central to the reorganizing of French culture and society from the period of decolonization to the present. We ask how racial regimes and spaces have been constructed in French colonial discourses and how these constructions have evolved in postcolonial France. We examine postcolonial African diasporic literary writings, films, and other cultural productions that have explored the complex relations between race, colonialism, historical silences, republican universalism, and color-blindness.&#160;Topics include the 1931 Colonial Exposition, Black Paris, decolonization, universalism, the Trente Glorieuses, the Paris massacre of 1961, anti-racist movements, the ""beur"" author, memory, the 2005 riots, and contemporary afro-feminist and decolonial movements.</p>",['YCHU'],0,['Fadila Habchi'],['13947043'],[],['W 1.30-3.20'],['WALL82 101'],[],,ER&M467,YC,Yale College,"['FREN481', 'AFAM457', 'AMST470']",01,A,,AfricanLit:PostcolonialFrance,AFST,AFST457,https://yale.instructure.com/courses/99231/assignments/syllabus,202403
A,363,Our Guinea: Locating Africa in Early Iberian Archives,11798,AFST,"<p>African coastlines were the first horizons of Iberian imperial expansion into the Atlantic, and eventually, the world.&#160; While the worlds made by Africans displaced by the slave trade and their descendants have received extensive attention in recent years,&#160; Africa itself rarely enters the frame. The histories that unfolded on the continent in many ways challenge our understandings of Spanish and Portuguese expansion and colonialism, shaped as they are by the “New World” paradigm of conquest and conversion.&#160; Were African societies part of the “New World” or the “Old World”? In this course we study an often-overlooked domain of Spanish and Portuguese imperialism and commerce from an approach that includes but does not limit itself to the study of slavery and enslaved Africans in the Americas.&#160; We read a selection of&#160; primary texts from the early modern Ibero-African archive, with a focus on texts produced about the African continent and Africans (and when possible, by Africans) in Spanish, and to a lesser extent Portuguese, seeking (1) to challenge existing narratives and frameworks for the study of precolonial Africa, but also (2) to see what kinds of African worlds appear when we set aside our assumptions and generalizations.</p>","['YCHU', 'YCL5']",50,['Alexandra Cook'],['25502222'],[],['MW 4.00-5.15'],['HQ 113'],[],,SPAN360,YC,Yale College,"['ER&M252', 'AFAM345']",01,A,,Africa in Iberian Archives,AFST,AFST363,https://yale.instructure.com/courses/99256/assignments/syllabus,202403
A,435,West African Dance: Traditional to Contemporary,11846,AFST,"<p>A practical and theoretical study of the traditional dances of Africa, focusing on those of Burkina Faso and their contemporary manifestations. Emphasis on rhythm, kinesthetic form, and gestural expression. The fusion of modern European dance and traditional African dance.</p>",['YCHU'],0,['Lacina Coulibaly'],['12613121'],[],['TTh 10.30-12.20'],['PWG 8TH-FL'],[],"<p class=""prerequisites"">Admission by audition during the first class meeting.</p>",THST335,YC,Yale College,[],01,A,,W.AfricanDance:Tradtnl-Contemp,AFST,AFST435,https://yale.instructure.com/courses/99271/assignments/syllabus,202403
A,377,Caribbean Poetry in French,11946,AFST,"<p>An introduction to Caribbean poetry in French from the turn of the twentieth century to the present day. Topics covered will include literary, social, and political movements including surrealism, colonization, decolonization, immigration, the relation of French to other languages of the Caribbean including Créole, Spanish, and English, and points of contact between poetry, music, theater, and the visual arts. Students will learn how to read, comment on, and write about poetry.&#160;Primary authors will include Étienne Léro, Aimé Césaire, Saint-John Perse, Magloire-Saint-Aude, Édouard Glissant, René Depestre, Davertige, Jean Métellus, Raphaël Confiant, Suzanne Dracius, and Patrick Chamoiseau.&#160;Readings, assignments, and discussions in French.</p>",[],0,['Thomas Connolly'],['14408151'],[],['M 1.30-3.20'],['HQ C15'],[],"<p class=""prerequisites"">Ability to read, write, and discuss in French.</p>",FREN370,YC,Yale College,['AFAM371'],01,A,,Caribbean Poetry in French,AFST,AFST377,https://yale.instructure.com/courses/99344/assignments/syllabus,202403
A,015,South African Writing after Apartheid,12310,AFST,"<p>An introduction to creative writing published in South Africa from the end of Apartheid in 1994 to the present. Close readings of contemporary fiction with additional material drawn from popular culture, including films, magazines, and music.</p>","['YCHU', 'YCWR']",0,['Stephanie Newell'],['15304153'],[],['TTh 1.00-2.15'],['YK212 004'],[],"<p class=""prerequisites"">Enrollment limited to first-year students.</p>",ENGL015,YC,Yale College,['AFAM016'],01,A,,So.AfricnWritingAfterApartheid,AFST,AFST015,https://yale.instructure.com/courses/99522/assignments/syllabus,202403
A,484,Musical Pan-Africanisms,12495,MUSI,"<p>This seminar surveys the musical conversation that has circulated around the “Black Atlantic” cultural sphere (sub-Saharan Africa, Afro-America, the Afro-Caribbean, and Latin America) for most of the twentieth century, facilitated by the advent of sound recording and broadcast technologies at the beginning of the twentieth century, and articulated through discourses of black cultural connection and concrete histories of trans-Atlantic encounter. Many –though not all– of the readings focus on the decades immediately following World War II, when “Pan-Africanism” was an explicit and prominent political discourse. Others address earlier or later examples when the idea of cross-cultural connection was more implicit but equally influential. We trace the unfolding of this conversation through a variety of sources: scholarly, personal (i.e. biographies/autobiographies), journalistic, and, of course, sonic.</p>","['YCHU', 'YCWR']",50,['Michael Veal'],['10657968'],[],['Th 1.30-3.20'],['STOECK 107'],[],,,YC,Yale College,"['MUSI485', 'AFAM277']",01,A,,Musical Pan-Africanisms,AFST,AFST484,https://yale.instructure.com/courses/99649/assignments/syllabus,202403
